Symbol,Name,IndustryCode,Industry,Sector
IAC,IAC Inc,57201030.0,온라인 서비스,Communication Services
RELY,Remitly Global Inc,52203040.0,경영 지원 서비스,Technology
WFRD,Weatherford International PLC,50103020.0,오일 관련 서비스 및 장비,Energy
IPAR,Interparfums Inc,54201020.0,개인 생활 필수 용품,Consumer Defensive
IBOC,International Bancshares Corp,55101010.0,은행,Financial
ACLX,Arcellx Inc,56202010.0,생명 공학 및 의학 연구,Healthcare
FROG,Jfrog Ltd,57201020.0,소프트웨어,Technology
DORM,Dorman Products Inc,53101020.0,"자동차, 트럭 및 오토바이 부품",Consumer Cyclical
SOUN,SoundHound AI Inc,57201010.0,IT 서비스 및 컨설팅,Technology
FIZZ,National Beverage Corp,54101030.0,무알콜 음료,Consumer Defensive
VCTR,Victory Capital Holdings Inc,55102020.0,투자 관리 및 펀드 운영,Financial
SWTX,SpringWorks Therapeutics Inc,56202010.0,생명 공학 및 의학 연구,Healthcare
BRZE,Braze Inc,57201020.0,소프트웨어,Technology
BANF,BancFirst Corp,55101010.0,은행,Financial
RNA,Avidity Biosciences Inc,56201040.0,제약,Healthcare
GLNG,Golar LNG Ltd,50103030.0,오일 및 가스 수송 서비스,Energy
SNEX,StoneX Group Inc,55102010.0,투자 은행 및 중개 서비스,Financial
ICUI,ICU Medical Inc,56101020.0,"의료 장비, 물품 및 유통",Healthcare
STRL,Sterling Infrastructure Inc,52201020.0,건설 및 엔지니어링,Industrials
PCH,Potlatchdeltic Corp,60102040.0,특수 REITs,Real Estate
RARE,Ultragenyx Pharmaceutical Inc,56202010.0,생명 공학 및 의학 연구,Healthcare
ZI,Zoominfo Technologies Inc,57201010.0,IT 서비스 및 컨설팅,Technology
IESC,IES Holdings Inc,52201020.0,건설 및 엔지니어링,Industrials
RDNT,RadNet Inc,56102010.0,의료 시설 및 서비스,Healthcare
AVAV,AeroVironment Inc,52101010.0,항공우주 및 방위,Industrials
CRSP,CRISPR Therapeutics AG,56202010.0,생명 공학 및 의학 연구,Healthcare
SKYW,SkyWest Inc,52406010.0,항공사,Industrials
EBC,Eastern Bankshares Inc,55101010.0,은행,Financial
TCBI,Texas Capital Bancshares Inc,55101010.0,은행,Financial
OTTR,Otter Tail Corp,59101010.0,전력 유틸리티,Industrials
PLMR,Palomar Holdings Inc,55301020.0,손해보험,Financial
CCOI,Cogent Communications Holdings Inc,57401010.0,통합 통신 서비스,Communication Services
AKRO,Akero Therapeutics Inc,56202010.0,생명 공학 및 의학 연구,Healthcare
TFSL,TFS Financial Corp,55101010.0,은행,Financial
HEES,H&E Equipment Services Inc,52203040.0,경영 지원 서비스,Industrials
NWE,NorthWestern Energy Group Inc,59101010.0,전력 유틸리티,Utilities
ALVO,Alvotech SA,56202010.0,생명 공학 및 의학 연구,Healthcare
VEON,VEON Ltd ADR,57401020.0,무선 통신 서비스,Communication Services
SHC,Sotera Health Co,56102010.0,의료 시설 및 서비스,Healthcare
MGEE,MGE Energy Inc,59101010.0,전력 유틸리티,Utilities
SMPL,Simply Good Foods Co,54102020.0,식품 가공,Consumer Defensive
PLXS,Plexus Corp,57104010.0,전자 장비 및 부품,Technology
PTGX,Protagonist Therapeutics Inc,56202010.0,생명 공학 및 의학 연구,Healthcare
FULT,Fulton Financial Corp,55101010.0,은행,Financial
SMTC,Semtech Corp,57101010.0,반도체,Technology
BHF,Brighthouse Financial Inc,55301010.0,복합보험 및 중개인,Financial
RUSHA,Rush Enterprises Inc Class A,53403010.0,"자동차 차량, 부품 및 서비스 소매",Consumer Cyclical
WDFC,WD-40 Co,54201010.0,가정용 제품,Basic Materials
VKTX,Viking Therapeutics Inc,56202010.0,생명 공학 및 의학 연구,Healthcare
RYTM,Rhythm Pharmaceuticals Inc,56202010.0,생명 공학 및 의학 연구,Healthcare
NCNO,nCino Inc,57201020.0,소프트웨어,Technology
ARLP,Alliance Resource Partners Units,50101010.0,석탄,Energy
POWI,Power Integrations Inc,57101010.0,반도체,Technology
VRRM,Verra Mobility Corp,52203040.0,경영 지원 서비스,Industrials
OSIS,OSI Systems Inc,57104010.0,전자 장비 및 부품,Technology
PTVE,Pactiv Evergreen Inc,51302010.0,용기(종이 제외) 및 포장재,Consumer Cyclical
ASO,Academy Sports and Outdoors Inc,53403040.0,의류 및 액세서리 소매,Consumer Cyclical
ALHC,Alignment Healthcare Inc,56102020.0,의료 관리,Healthcare
SRRK,Scholar Rock Holding Corp,56202010.0,생명 공학 및 의학 연구,Healthcare
MRUS,Merus NV,56202010.0,생명 공학 및 의학 연구,Healthcare
IRTC,iRhythm Technologies Inc,56101010.0,첨단 의료 장비 및 기술,Healthcare
IMVT,Immunovant Inc,56202010.0,생명 공학 및 의학 연구,Healthcare
CRNX,Crinetics Pharmaceuticals Inc,56202010.0,생명 공학 및 의학 연구,Healthcare
BLKB,Blackbaud Inc,57201020.0,소프트웨어,Technology
XRAY,DENTSPLY SIRONA Inc,56101020.0,"의료 장비, 물품 및 유통",Healthcare
MTSR,Metsera Inc,56202010.0,생명 공학 및 의학 연구,Healthcare
BL,BlackLine Inc,57201020.0,소프트웨어,Technology
CARG,CarGurus Inc,57201030.0,온라인 서비스,Consumer Cyclical
SGRY,Surgery Partners Inc,56102010.0,의료 시설 및 서비스,Healthcare
WEN,Wendy's Co,53301020.0,레스토랑 및 바,Consumer Cyclical
BTSG,Brightspring Health Services Inc,56102010.0,의료 시설 및 서비스,Healthcare
FHB,First Hawaiian Inc,55101010.0,은행,Financial
PRCT,Procept Biorobotics Corp,56101020.0,"의료 장비, 물품 및 유통",Healthcare
CATY,Cathay General Bancorp,55101010.0,은행,Financial
APLS,Apellis Pharmaceuticals Inc,56201040.0,제약,Healthcare
PTEN,Patterson-UTI Energy Inc,50103010.0,오일 및 가스 시추,Energy
WSBC,WesBanco Inc,55101010.0,은행,Financial
WSFS,WSFS Financial Corp,55101010.0,은행,Financial
AMED,Amedisys Inc,56102010.0,의료 시설 및 서비스,Healthcare
LIF,Life360 Inc,57201020.0,소프트웨어,Technology
STNE,StoneCo Ltd,57301010.0,핀테크,Technology
FIBK,First Interstate Bancsystem Inc,55101010.0,은행,Financial
RUM,Rumble Inc,57201030.0,온라인 서비스,Communication Services
IRDM,Iridium Communications Inc,57401020.0,무선 통신 서비스,Communication Services
CNXC,Concentrix Corp,52203040.0,경영 지원 서비스,Technology
AVPT,AvePoint Inc,57201010.0,IT 서비스 및 컨설팅,Technology
RGTI,Rigetti Computing Inc,57101010.0,반도체,Technology
LAUR,Laureate Education Inc,63101010.0,기타 교육 서비스 제공,Consumer Defensive
ALRM,Alarm.com Holdings Inc,57201020.0,소프트웨어,Technology
ACAD,ACADIA Pharmaceuticals Inc,56202010.0,생명 공학 및 의학 연구,Healthcare
VNET,VNET Group Inc ADR,57201010.0,IT 서비스 및 컨설팅,Technology
DOOO,BRP Inc,53205020.0,오락용 제품,Consumer Cyclical
CAMT,Camtek Ltd,57101020.0,반도체 장비 및 테스트,Technology
PRVA,Privia Health Group Inc,56102010.0,의료 시설 및 서비스,Healthcare
DRVN,Driven Brands Holdings Inc,54201030.0,개인 서비스,Consumer Cyclical
IPGP,IPG Photonics Corp,57104010.0,전자 장비 및 부품,Technology
PATK,Patrick Industries Inc,53203020.0,건설 자재 및 비품,Consumer Cyclical
MGRC,McGrath RentCorp,52203040.0,경영 지원 서비스,Industrials
FTDR,Frontdoor Inc,54201030.0,개인 서비스,Consumer Cyclical
NMIH,NMI Holdings Inc,55301020.0,손해보험,Financial
FOLD,Amicus Therapeutics Inc,56202010.0,생명 공학 및 의학 연구,Healthcare
PDCO,Patterson Companies Inc,56101020.0,"의료 장비, 물품 및 유통",Healthcare
MRCY,Mercury Systems Inc,52101010.0,항공우주 및 방위,Industrials
INDB,Independent Bank Corp (Massachusetts),55101010.0,은행,Financial
NWL,Newell Brands Inc,53204030.0,"가전제품, 도구 및 가정 용품",Consumer Defensive
ACHC,Acadia Healthcare Company Inc,56102010.0,의료 시설 및 서비스,Healthcare
NFE,New Fortress Energy Inc,59102010.0,천연가스 유틸리티,Utilities
XENE,Xenon Pharmaceuticals Inc,56202010.0,생명 공학 및 의학 연구,Healthcare
CPRX,Catalyst Pharmaceuticals Inc,56201040.0,제약,Healthcare
AMRX,Amneal Pharmaceuticals Inc,56201040.0,제약,Healthcare
WB,Weibo Corp ADR,57201030.0,온라인 서비스,Communication Services
GSAT,Globalstar Inc,57401020.0,무선 통신 서비스,Communication Services
PAYO,Payoneer Global Inc,52203040.0,경영 지원 서비스,Technology
HURN,Huron Consulting Group Inc,52203040.0,경영 지원 서비스,Industrials
CSQ,Calamos Strategic Total Return Closed Fund,55501030.0,폐쇄형 펀드,Financial
HSAI,Hesai Group ADR,57104010.0,전자 장비 및 부품,Consumer Cyclical
USLM,United States Lime & Minerals Inc,51202010.0,건설 자재,Basic Materials
TOWN,TowneBank,55101010.0,은행,Financial
CVBF,CVB Financial Corp,55101010.0,은행,Financial
MCW,Mister Car Wash Inc,54201030.0,개인 서비스,Consumer Cyclical
PI,Impinj Inc,57101010.0,반도체,Technology
HCM,HUTCHMED (China) Ltd ADR,56201040.0,제약,Healthcare
ALKT,Alkami Technology Inc,57201010.0,IT 서비스 및 컨설팅,Technology
SFNC,Simmons First National Corp,55101010.0,은행,Financial
NAMS,NewAmsterdam Pharma Company NV,56202010.0,생명 공학 및 의학 연구,Healthcare
DLO,Dlocal Ltd,52203040.0,경영 지원 서비스,Technology
LFST,Lifestance Health Group Inc,56102010.0,의료 시설 및 서비스,Healthcare
RIOT,Riot Platforms Inc,57301030.0,블록 체인 및 암호화폐,Financial
PSMT,PriceSmart Inc,53402020.0,할인점,Consumer Defensive
RXRX,Recursion Pharmaceuticals Inc,56202010.0,생명 공학 및 의학 연구,Healthcare
YY,JOYY Inc ADR,57201030.0,온라인 서비스,Communication Services
WGS,GeneDx Holdings Corp,56102010.0,의료 시설 및 서비스,Healthcare
JJSF,J & J Snack Foods Corp,54102020.0,식품 가공,Consumer Defensive
SYNA,Synaptics Inc,57101010.0,반도체,Technology
GT,Goodyear Tire & Rubber Co,53101030.0,타이어 및 고무 제품,Consumer Cyclical
FORM,FormFactor Inc,57101020.0,반도체 장비 및 테스트,Technology
MEOH,Methanex Corp,51101010.0,상품 화학,Basic Materials
INTR,Inter & Co Inc,55101010.0,은행,Financial
MLTX,MoonLake Immunotherapeutics,56202010.0,생명 공학 및 의학 연구,Healthcare
PENN,PENN Entertainment Inc,53301030.0,카지노 및 도박,Consumer Cyclical
TBBK,Bancorp Inc,55101010.0,은행,Financial
EWTX,Edgewise Therapeutics Inc,56202010.0,생명 공학 및 의학 연구,Healthcare
PTON,Peloton Interactive Inc,53205020.0,오락용 제품,Consumer Cyclical
GCMG,GCM Grosvenor Inc,55102020.0,투자 관리 및 펀드 운영,Financial
ODD,Oddity Tech Ltd,54201020.0,개인 생활 필수 용품,Technology
VIAV,Viavi Solutions Inc,57102010.0,통신 및 네트워킹,Technology
IOSP,Innospec Inc,51101030.0,특수 화학제,Basic Materials
VCYT,Veracyte Inc,56202010.0,생명 공학 및 의학 연구,Healthcare
TWST,Twist Bioscience Corp,56201040.0,제약,Healthcare
CAKE,Cheesecake Factory Inc,53301020.0,레스토랑 및 바,Consumer Cyclical
PRGS,Progress Software Corp,57201020.0,소프트웨어,Technology
MLCO,Melco Resorts & Entertainment Ltd ADR,53301030.0,카지노 및 도박,Consumer Cyclical
VICR,Vicor Corp,52102030.0,전기 부품 및 장비,Technology
IBRX,Immunitybio Inc,56202010.0,생명 공학 및 의학 연구,Healthcare
IQ,iQIYI Inc ADR,57201030.0,온라인 서비스,Communication Services
VSEC,VSE Corp,52101010.0,항공우주 및 방위,Industrials
ACVA,ACV Auctions Inc,57201030.0,온라인 서비스,Consumer Cyclical
FRME,First Merchants Corp,55101010.0,은행,Financial
FFBC,First Financial Bancorp,55101010.0,은행,Financial
QDEL,QuidelOrtho Corp,56101010.0,첨단 의료 장비 및 기술,Healthcare
CORZ,Core Scientific Inc,57301030.0,블록 체인 및 암호화폐,Technology
FA,First Advantage Corp,52203030.0,고용 서비스,Industrials
WAFD,WaFd Inc,55101010.0,은행,Financial
MRX,Marex Group PLC,55102010.0,투자 은행 및 중개 서비스,Financial
TMDX,Transmedics Group Inc,56101010.0,첨단 의료 장비 및 기술,Healthcare
PSNY,Polestar Automotive Holding Uk Plc ADR Class A,53101010.0,자동차 및 트럭 제조,Consumer Cyclical
VCEL,Vericel Corp,56201040.0,제약,Healthcare
APGE,Apogee Therapeutics Inc,56202010.0,생명 공학 및 의학 연구,Healthcare
SLNO,Soleno Therapeutics Inc,56202010.0,생명 공학 및 의학 연구,Healthcare
HUBG,Hub Group Inc,52405030.0,지상 화물 및 물류,Industrials
ROOT,Root Inc,55301020.0,손해보험,Financial
RNW,Renew Energy Global PLC,59101020.0,민자 발전 사업,Utilities
MQ,Marqeta Inc,57301010.0,핀테크,Technology
FIVN,Five9 Inc,57201020.0,소프트웨어,Technology
BEAM,Beam Therapeutics Inc,56202010.0,생명 공학 및 의학 연구,Healthcare
AMBA,Ambarella Inc,57101010.0,반도체,Technology
SBCF,Seacoast Banking Corporation of Florida,55101010.0,은행,Financial
BANR,Banner Corp,55101010.0,은행,Financial
SSRM,SSR Mining Inc,51201060.0,금,Basic Materials
HWKN,Hawkins Inc,51101090.0,다각적 화학 산업,Basic Materials
TTMI,TTM Technologies Inc,57101010.0,반도체,Technology
NMRK,Newmark Group Inc,60101020.0,부동산 서비스,Real Estate
NEXT,NextDecade Corp,50103030.0,오일 및 가스 수송 서비스,Energy
BLTE,Belite Bio Inc ADR,56202010.0,생명 공학 및 의학 연구,Healthcare
KYMR,Kymera Therapeutics Inc,56202010.0,생명 공학 및 의학 연구,Healthcare
LIVN,LivaNova PLC,56101020.0,"의료 장비, 물품 및 유통",Healthcare
POWL,Powell Industries Inc,52102030.0,전기 부품 및 장비,Industrials
VC,Visteon Corp,53101020.0,"자동차, 트럭 및 오토바이 부품",Consumer Cyclical
APPN,Appian Corp,57201020.0,소프트웨어,Technology
CNTA,Centessa Pharmaceuticals PLC ADR,56202010.0,생명 공학 및 의학 연구,Healthcare
MIRM,Mirum Pharmaceuticals Inc,56202010.0,생명 공학 및 의학 연구,Healthcare
DIOD,Diodes Inc,57101010.0,반도체,Technology
PPBI,Pacific Premier Bancorp Inc,55101010.0,은행,Financial
CLSK,CleanSpark Inc,57301030.0,블록 체인 및 암호화폐,Financial
NVCR,Novocure Ltd,56101020.0,"의료 장비, 물품 및 유통",Healthcare
AGYS,Agilysys Inc,57201020.0,소프트웨어,Technology
DNLI,Denali Therapeutics Inc,56202010.0,생명 공학 및 의학 연구,Healthcare
LBTYK,Liberty Global Ltd Class C,57401010.0,통합 통신 서비스,Communication Services
CHEF,Chefs' Warehouse Inc,54301020.0,식품 소매 및 유통,Consumer Defensive
GRFS,Grifols SA ADR,56201040.0,제약,Healthcare
TRMK,Trustmark Corp,55101010.0,은행,Financial
EFSC,Enterprise Financial Services Corp,55101010.0,은행,Financial
ARWR,Arrowhead Pharmaceuticals Inc,56202010.0,생명 공학 및 의학 연구,Healthcare
CGON,CG Oncology Inc,56202010.0,생명 공학 및 의학 연구,Healthcare
SYBT,Stock Yards Bancorp Inc,55101010.0,은행,Financial
NBTB,NBT Bancorp Inc,55101010.0,은행,Financial
LGND,Ligand Pharmaceuticals Inc,56201040.0,제약,Healthcare
CAR,Avis Budget Group Inc,52406020.0,지상 및 해상 여객 운송,Industrials
LBTYA,Liberty Global Ltd Class A,57401010.0,통합 통신 서비스,Communication Services
ENLT,Enlight Renewable Energy Ltd,59101020.0,민자 발전 사업,Utilities
NEOG,Neogen Corp,56101020.0,"의료 장비, 물품 및 유통",Healthcare
BATRK,Liberty Media Liberty Braves Ord Shs Series C,53301040.0,여가 및 오락시설,Communication Services
TRIP,Tripadvisor Inc,53301040.0,여가 및 오락시설,Consumer Cyclical
MYRG,MYR Group Inc,52201020.0,건설 및 엔지니어링,Industrials
HRMY,Harmony Biosciences Holdings Inc,56201040.0,제약,Healthcare
BUSE,First Busey Corp,55101010.0,은행,Financial
ROCK,Gibraltar Industries Inc,53203020.0,건설 자재 및 비품,Industrials
SKWD,Skyward Specialty Insurance Group Inc,55301020.0,손해보험,Financial
COCO,Vita Coco Company Inc,54101030.0,무알콜 음료,Consumer Defensive
STRA,Strategic Education Inc,63101010.0,기타 교육 서비스 제공,Consumer Defensive
EXTR,Extreme Networks Inc,57102010.0,통신 및 네트워킹,Technology
OXLC,Oxford Lane Capital Corp,55501030.0,폐쇄형 펀드,Financial
JBLU,JetBlue Airways Corp,52406010.0,항공사,Industrials
SBLK,Star Bulk Carriers Corp,52405020.0,해양 화물 및 물류,Industrials
CLOV,Clover Health Investments Corp,56102020.0,의료 관리,Healthcare
KLIC,Kulicke and Soffa Industries Inc,57101020.0,반도체 장비 및 테스트,Technology
PSEC,Prospect Capital Corp,55501030.0,폐쇄형 펀드,Financial
FWONA,Liberty Media Formula One Ord Shs Series A,53302020.0,방송,Communication Services
TARS,Tarsus Pharmaceuticals Inc,56201040.0,제약,Healthcare
LMAT,LeMaitre Vascular Inc,56101010.0,첨단 의료 장비 및 기술,Healthcare
TRMD,Torm PLC,50103030.0,오일 및 가스 수송 서비스,Energy
CRTO,Criteo SA ADR,53302010.0,광고 및 마케팅,Communication Services
ARQT,Arcutis Biotherapeutics Inc,56202010.0,생명 공학 및 의학 연구,Healthcare
ACMR,ACM Research Inc,57101020.0,반도체 장비 및 테스트,Technology
WERN,Werner Enterprises Inc,52405030.0,지상 화물 및 물류,Industrials
RPD,Rapid7 Inc,57201020.0,소프트웨어,Technology
SIMO,Silicon Motion Technology Corp ADR,57101010.0,반도체,Technology
GTX,Garrett Motion Inc,53101020.0,"자동차, 트럭 및 오토바이 부품",Consumer Cyclical
SHOO,Steven Madden Ltd,53202030.0,제화,Consumer Cyclical
EVCM,EverCommerce Inc,57201020.0,소프트웨어,Technology
JANX,Janux Therapeutics Inc,56202010.0,생명 공학 및 의학 연구,Healthcare
IRON,Disc Medicine Inc,56202010.0,생명 공학 및 의학 연구,Healthcare
BTDR,Bitdeer Technologies Group,57301030.0,블록 체인 및 암호화폐,Technology
MGNI,Magnite Inc,53302010.0,광고 및 마케팅,Communication Services
PGNY,Progyny Inc,56102020.0,의료 관리,Healthcare
SJW,SJW Group,59103010.0,수자원 유틸리티,Utilities
SUPN,Supernus Pharmaceuticals Inc,56201040.0,제약,Healthcare
UPWK,Upwork Inc,52203030.0,고용 서비스,Communication Services
AGIO,Agios Pharmaceuticals Inc,56202010.0,생명 공학 및 의학 연구,Healthcare
PAX,Patria Investments Ltd,55102020.0,투자 관리 및 펀드 운영,Financial
HLMN,Hillman Solutions Corp,52102010.0,산업용 기계 및 장비,Industrials
TVTX,Travere Therapeutics Inc,56202010.0,생명 공학 및 의학 연구,Healthcare
OSW,Onespaworld Holdings Ltd,53301040.0,여가 및 오락시설,Consumer Cyclical
MBIN,Merchants Bancorp,55101010.0,은행,Financial
ZD,Ziff Davis Inc,57201030.0,온라인 서비스,Communication Services
IART,Integra Lifesciences Holdings Corp,56101020.0,"의료 장비, 물품 및 유통",Healthcare
CSGS,CSG Systems International Inc,57201010.0,IT 서비스 및 컨설팅,Technology
VERA,Vera Therapeutics Inc,56202010.0,생명 공학 및 의학 연구,Healthcare
LX,Lexinfintech Holdings Ltd ADR,55101030.0,소비자 대출,Financial
CERT,Certara Inc,57201020.0,소프트웨어,Healthcare
CHCO,City Holding Co,55101010.0,은행,Financial
JAMF,Jamf Holding Corp,57201020.0,소프트웨어,Technology
DVAX,Dynavax Technologies Corp,56202010.0,생명 공학 및 의학 연구,Healthcare
CASH,Pathward Financial Inc,55101010.0,은행,Financial
PLTK,Playtika Holding Corp,57201030.0,온라인 서비스,Communication Services
AVDX,Avidxchange Holdings Inc,52203040.0,경영 지원 서비스,Technology
HDL,Super Hi International Holding Ltd ADR,53301020.0,레스토랑 및 바,Consumer Cyclical
GDRX,GoodRx Holdings Inc,57201030.0,온라인 서비스,Healthcare
AAPG,Ascentage Pharma Group International ADR,56202010.0,생명 공학 및 의학 연구,Healthcare
PLUS,ePlus inc,57201010.0,IT 서비스 및 컨설팅,Technology
GLPG,Galapagos NV ADR,56202010.0,생명 공학 및 의학 연구,Healthcare
PINC,Premier Inc,56101020.0,"의료 장비, 물품 및 유통",Healthcare
LGIH,LGI Homes Inc,53203010.0,주택 건설,Consumer Cyclical
CENTA,Central Garden & Pet Co Class A,54102020.0,식품 가공,Consumer Defensive
ARCB,ArcBest Corp,52405030.0,지상 화물 및 물류,Industrials
AZTA,Azenta Inc,56202010.0,생명 공학 및 의학 연구,Healthcare
SDGR,Schrodinger Inc,57201020.0,소프트웨어,Healthcare
MESO,Mesoblast Ltd ADR,56202010.0,생명 공학 및 의학 연구,Healthcare
FBNC,First Bancorp (North Carolina),55101010.0,은행,Financial
PWP,Perella Weinberg Partners,55102010.0,투자 은행 및 중개 서비스,Financial
ATRC,AtriCure Inc,56101020.0,"의료 장비, 물품 및 유통",Healthcare
DGNX,Diginex Ltd,57201020.0,소프트웨어,Industrials
ICFI,ICF International Inc,52203040.0,경영 지원 서비스,Industrials
ADUS,Addus Homecare Corp,56102010.0,의료 시설 및 서비스,Healthcare
LZ,LegalZoom.com Inc,57201030.0,온라인 서비스,Industrials
HIMX,Himax Technologies Inc ADR,57101010.0,반도체,Technology
TIGR,UP Fintech Holding Ltd ADR,55102010.0,투자 은행 및 중개 서비스,Financial
KNSA,Kiniksa Pharmaceuticals International PLC,56201040.0,제약,Healthcare
PLYA,Playa Hotels & Resorts NV,53301010.0,"호텔, 모텔 및 크루즈 라인",Consumer Cyclical
STGW,Stagwell Inc,53302010.0,광고 및 마케팅,Communication Services
CNXN,PC Connection Inc,57107010.0,통합 하드웨어 및 소프트웨어,Technology
IDYA,IDEAYA Biosciences Inc,56202010.0,생명 공학 및 의학 연구,Healthcare
LLYVA,Liberty Media Corp Series A,53302020.0,방송,Communication Services
LKFN,Lakeland Financial Corp,55101010.0,은행,Financial
ASTH,Astrana Health Inc,56102010.0,의료 시설 및 서비스,Healthcare
CLBK,Columbia Financial Inc,55101010.0,은행,Financial
PRDO,Perdoceo Education Corp,63101010.0,기타 교육 서비스 제공,Consumer Defensive
BCRX,BioCryst Pharmaceuticals Inc,56202010.0,생명 공학 및 의학 연구,Healthcare
UFPT,UFP Technologies Inc,56101020.0,"의료 장비, 물품 및 유통",Healthcare
AFYA,Afya Ltd,63102010.0,"초, 중, 고등 교육기관",Consumer Defensive
MNKD,MannKind Corp,56202010.0,생명 공학 및 의학 연구,Healthcare
AMPL,Amplitude Inc,57201020.0,소프트웨어,Technology
SRCE,1st Source Corp,55101010.0,은행,Financial
OPRA,Opera Ltd ADR,57201020.0,소프트웨어,Communication Services
EH,EHang Holdings Ltd ADR,52101010.0,항공우주 및 방위,Industrials
APLD,Applied Digital Corp,57301030.0,블록 체인 및 암호화폐,Technology
NN,NextNav Inc,57106020.0,전화 및 소형 장치,Technology
SPNS,Sapiens International Corporation N.V.,57201020.0,소프트웨어,Technology
NWBI,Northwest Bancshares Inc,55101010.0,은행,Financial
OMCL,Omnicell Inc,56101010.0,첨단 의료 장비 및 기술,Healthcare
GOGL,Golden Ocean Group Ltd,52405020.0,해양 화물 및 물류,Industrials
HPK,Highpeak Energy Inc,50102020.0,"오일, 가스 탐사 및 생산",Energy
TRUP,Trupanion Inc,55301030.0,생명 및 건강 보험,Financial
PZZA,Papa John's International Inc,53301020.0,레스토랑 및 바,Consumer Cyclical
NTCT,Netscout Systems Inc,57201010.0,IT 서비스 및 컨설팅,Technology
ENVX,Enovix Corp,52102030.0,전기 부품 및 장비,Industrials
WVE,WAVE Life Sciences Ltd,56202010.0,생명 공학 및 의학 연구,Healthcare
MCRI,Monarch Casino & Resort Inc,53301030.0,카지노 및 도박,Consumer Cyclical
PLUG,Plug Power Inc,50201010.0,재생 가능 에너지 장비 및 서비스,Industrials
ANDE,Andersons Inc,54102010.0,어업 및 농업,Consumer Defensive
LBRDA,Liberty Broadband Corp Series A,53302020.0,방송,Communication Services
FORTY,Formula Systems 1985 Ltd ADR,57201010.0,IT 서비스 및 컨설팅,Technology
IAS,Integral Ad Science Holding Corp,53302010.0,광고 및 마케팅,Communication Services
RUN,Sunrun Inc,50201010.0,재생 가능 에너지 장비 및 서비스,Technology
ATSG,Air Transport Services Group Inc,52405010.0,"배달, 우편, 항공 화물 및 육상 물류",Industrials
EXPI,eXp World Holdings Inc,60101020.0,부동산 서비스,Real Estate
ADEA,Adeia Inc,57201010.0,IT 서비스 및 컨설팅,Technology
GABC,German American Bancorp Inc,55101010.0,은행,Financial
STBA,S&T Bancorp Inc,55101010.0,은행,Financial
SPT,Sprout Social Inc,57201020.0,소프트웨어,Technology
TFIN,Triumph Financial Inc,55101010.0,은행,Financial
RDFN,Redfin Corp,60101020.0,부동산 서비스,Real Estate
DYN,Dyne Therapeutics Inc,56202010.0,생명 공학 및 의학 연구,Healthcare
IMCR,Immunocore Holdings PLC ADR,56201040.0,제약,Healthcare
DMLP,Dorchester Minerals Units,50102020.0,"오일, 가스 탐사 및 생산",Energy
IREN,IREN Ltd,57301030.0,블록 체인 및 암호화폐,Financial
ANIP,ANI Pharmaceuticals Inc,56201040.0,제약,Healthcare
GDYN,Grid Dynamics Holdings Inc,57201010.0,IT 서비스 및 컨설팅,Technology
UPBD,Upbound Group Inc,53403090.0,기타 전문 소매,Technology
PCT,Purecycle Technologies Inc,52203010.0,환경 서비스 및 장비,Industrials
DSGR,Distribution Solutions Group Inc,52102010.0,산업용 기계 및 장비,Industrials
VRNT,Verint Systems Inc,57201010.0,IT 서비스 및 컨설팅,Technology
PLAB,Photronics Inc,57101020.0,반도체 장비 및 테스트,Technology
WABC,Westamerica Bancorp,55101010.0,은행,Financial
SGML,Sigma Lithium Corp,51201050.0,특수 채굴 및 금속,Basic Materials
NAVI,Navient Corp,55101030.0,소비자 대출,Financial
SONO,Sonos Inc,57106030.0,가정용 전자 제품,Technology
ULCC,Frontier Group Holdings Inc,52406010.0,항공사,Industrials
TCBK,Trico Bancshares,55101010.0,은행,Financial
ATEC,Alphatec Holdings Inc,56101020.0,"의료 장비, 물품 및 유통",Healthcare
DXPE,DXP Enterprises Inc,52102010.0,산업용 기계 및 장비,Industrials
TNDM,Tandem Diabetes Care Inc,56101020.0,"의료 장비, 물품 및 유통",Healthcare
AHCO,Adapthealth Corp,56101020.0,"의료 장비, 물품 및 유통",Healthcare
VBTX,Veritex Holdings Inc,55101010.0,은행,Financial
SABR,Sabre Corp,57201020.0,소프트웨어,Technology
SASR,Sandy Spring Bancorp Inc,55101010.0,은행,Financial
CLDX,Celldex Therapeutics Inc,56202010.0,생명 공학 및 의학 연구,Healthcare
VITL,Vital Farms Inc,54301020.0,식품 소매 및 유통,Consumer Defensive
AMPH,Amphastar Pharmaceuticals Inc,56201040.0,제약,Healthcare
MLKN,MillerKnoll Inc,52203060.0,비즈니스 지원 용품,Consumer Cyclical
OCSL,Oaktree Specialty Lending Corp,55501030.0,폐쇄형 펀드,Financial
INOD,Innodata Inc,57201010.0,IT 서비스 및 컨설팅,Technology
NYAX,Nayax Ltd,57301090.0,기타 핀테크 인프라,Technology
EVO,Evotec SE ADR,56202010.0,생명 공학 및 의학 연구,Healthcare
TXG,10X Genomics Inc,56101020.0,"의료 장비, 물품 및 유통",Healthcare
FLYW,Flywire Corp,52203040.0,경영 지원 서비스,Technology
NVAX,Novavax Inc,56202010.0,생명 공학 및 의학 연구,Healthcare
XMTR,Xometry Inc,57201010.0,IT 서비스 및 컨설팅,Industrials
ARDX,Ardelyx Inc,56202010.0,생명 공학 및 의학 연구,Healthcare
