Symbol,Name,IndustryCode,Industry,Sector
VST,Vistra Corp.,,Electric Utilities,Utilities
VMC,Vulcan Materials Company,,Construction Materials,Materials
WRB,W. R. Berkley Corporation,,Property & Casualty Insurance,Financials
GWW,W. W. Grainger,,Industrial Machinery & Supplies & Components,Industrials
WAB,Wabtec,,Construction Machinery & Heavy Transportation Equipment,Industrials
WBA,Walgreens Boots Alliance,,Drug Retail,Consumer Staples
WMT,Walmart,,Consumer Staples Merchandise Retail,Consumer Staples
DIS,Walt Disney Company (The),,Movies & Entertainment,Communication Services
WBD,Warner Bros. Discovery,,Broadcasting,Communication Services
WM,Waste Management,,Environmental & Facilities Services,Industrials
WAT,Waters Corporation,,Life Sciences Tools & Services,Health Care
WEC,WEC Energy Group,,Electric Utilities,Utilities
WFC,Wells Fargo,,Diversified Banks,Financials
WELL,Welltower,,Health Care REITs,Real Estate
WST,West Pharmaceutical Services,,Health Care Supplies,Health Care
WDC,Western Digital,,"Technology Hardware, Storage & Peripherals",Information Technology
WY,Weyerhaeuser,,Timber REITs,Real Estate
WMB,Williams Companies,,Oil & Gas Storage & Transportation,Energy
WTW,Willis Towers Watson,,Insurance Brokers,Financials
WDAY,"Workday, Inc.",,Application Software,Information Technology
WYNN,Wynn Resorts,,Casinos & Gaming,Consumer Discretionary
XEL,Xcel Energy,,Multi-Utilities,Utilities
XYL,Xylem Inc.,,Industrial Machinery & Supplies & Components,Industrials
YUM,Yum! Brands,,Restaurants,Consumer Discretionary
ZBRA,Zebra Technologies,,Electronic Equipment & Instruments,Information Technology
ZBH,Zimmer Biomet,,Health Care Equipment,Health Care
ZTS,Zoetis,,Pharmaceuticals,Health Care
