Ticker,Name,Sector,Industry,Market Cap
CL,Colgate-Palmolive Company,Consumer Defensive,Household & Personal Products,73614426112
EPD,Enterprise Products Partners L.P.,Energy,Oil & Gas Midstream,73460539392
MFG,"Mizuho Financial Group, Inc.",Financial Services,Banks - Regional,72899813376
GD,General Dynamics Corporation,Industrials,Aerospace & Defense,71691681792
BMO,Bank of Montreal,Financial Services,Banks - Diversified,71317782528
WMB,"The Williams Companies, Inc.",Energy,Oil & Gas Midstream,71199014912
ECL,Ecolab Inc.,Basic Materials,Specialty Chemicals,71281287168
NOC,Northrop Grumman Corporation,Industrials,Aerospace & Defense,71002816512
MSI,"Motorola Solutions, Inc.",Technology,Communication Equipment,70378962944
CP,Canadian Pacific Kansas City Limited,Industrials,Railroads,70299254784
PNC,"The PNC Financial Services Group, Inc.",Financial Services,Banks - Regional,68860502016
EOG,"EOG Resources, Inc.",Energy,Oil & Gas E&P,68454178816
DELL,Dell Technologies Inc.,Technology,Computer Hardware,68137873408
EQNR,Equinor ASA,Energy,Oil & Gas Integrated,67013820416
CMG,"Chipotle Mexican Grill, Inc.",Consumer Cyclical,Restaurants,67292635136
CRH,CRH plc,Basic Materials,Building Materials,65963753472
APD,"Air Products and Chemicals, Inc.",Basic Materials,Specialty Chemicals,65768353792
USB,U.S. Bancorp,Financial Services,Banks - Regional,65716862976
BDX,"Becton, Dickinson and Company",Healthcare,Medical Instruments & Supplies,65417969664
ET,Energy Transfer LP,Energy,Oil & Gas Midstream,64849866752
EMR,Emerson Electric Co.,Industrials,Specialty Industrial Machinery,64053403648
COF,Capital One Financial Corporation,Financial Services,Credit Services,63018262528
ING,ING Groep N.V.,Financial Services,Banks - Diversified,61894967296
NGG,National Grid plc,Utilities,Utilities - Regulated Electric,62757908480
CNQ,Canadian Natural Resources Limited,Energy,Oil & Gas E&P,62643298304
KMI,"Kinder Morgan, Inc.",Energy,Oil & Gas Midstream,61748269056
CNI,Canadian National Railway Company,Industrials,Railroads,61603217408
OKE,"ONEOK, Inc.",Energy,Oil & Gas Midstream,61460029440
DEO,Diageo plc,Consumer Defensive,Beverages - Wineries & Distilleries,60715732992
BNS,The Bank of Nova Scotia,Financial Services,Banks - Diversified,60732039168
AZO,"AutoZone, Inc.",Consumer Cyclical,Specialty Retail,60637872128
TRV,"The Travelers Companies, Inc.",Financial Services,Insurance - Property & Casualty,60112134144
AFL,Aflac Incorporated,Financial Services,Insurance - Life,59250143232
BK,The Bank of New York Mellon Corporation,Financial Services,Banks - Diversified,59175415808
FDX,FedEx Corporation,Industrials,Integrated Freight & Logistics,59080753152
RCL,Royal Caribbean Cruises Ltd.,Consumer Cyclical,Travel Services,59049594880
CARR,Carrier Global Corporation,Industrials,Building Products & Equipment,58431504384
FCX,Freeport-McMoRan Inc.,Basic Materials,Copper,56778633216
HLT,Hilton Worldwide Holdings Inc.,Consumer Cyclical,Lodging,56456081408
SLB,Schlumberger Limited,Energy,Oil & Gas Equipment & Services,56338997248
NU,Nu Holdings Ltd.,Financial Services,Banks - Regional,56813891584
LYG,Lloyds Banking Group plc,Financial Services,Banks - Regional,56047341568
BCS,Barclays PLC,Financial Services,Banks - Diversified,55988543488
MET,"MetLife, Inc.",Financial Services,Insurance - Life,55969697792
MPLX,MPLX LP,Energy,Oil & Gas Midstream,55880175616
ALL,The Allstate Corporation,Financial Services,Insurance - Property & Casualty,55681966080
SPG,"Simon Property Group, Inc.",Real Estate,REIT - Retail,62912565248
CM,Canadian Imperial Bank of Commerce,Financial Services,Banks - Diversified,53750571008
JCI,Johnson Controls International plc,Industrials,Building Products & Equipment,53807931392
TFC,Truist Financial Corporation,Financial Services,Banks - Regional,53586255872
NEM,Newmont Corporation,Basic Materials,Gold,53567397888
NSC,Norfolk Southern Corporation,Industrials,Railroads,53073866752
AEM,Agnico Eagle Mines Limited,Basic Materials,Gold,52874350592
PSA,Public Storage,Real Estate,REIT - Industrial,52696719360
PSX,Phillips 66,Energy,Oil & Gas Refining & Marketing,52670504960
HWM,Howmet Aerospace Inc.,Industrials,Aerospace & Defense,52357324800
MFC,Manulife Financial Corporation,Financial Services,Insurance - Life,51833638912
PBR,Petróleo Brasileiro S.A. - Petrobras,Energy,Oil & Gas Integrated,85108588544
SNOW,Snowflake Inc.,Technology,Software - Application,51619803136
DLR,"Digital Realty Trust, Inc.",Real Estate,REIT - Specialty,52050993152
O,Realty Income Corporation,Real Estate,REIT - Retail,50798583808
COR,"Cencora, Inc.",Healthcare,Medical Distribution,50551341056
AIG,"American International Group, Inc.",Financial Services,Insurance - Diversified,49780637696
LNG,"Cheniere Energy, Inc.",Energy,Oil & Gas Midstream,49769934848
TRP,TC Energy Corporation,Energy,Oil & Gas Midstream,49617027072
GM,General Motors Company,Consumer Cyclical,Auto Manufacturers,48755097600
WCN,"Waste Connections, Inc.",Industrials,Waste Management,48494170112
TGT,Target Corporation,Consumer Defensive,Discount Stores,48140713984
KR,The Kroger Co.,Consumer Defensive,Grocery Stores,43684618240
ARES,Ares Management Corporation,Financial Services,Asset Management,46399815680
NWG,NatWest Group plc,Financial Services,Banks - Regional,47854755840
TAK,Takeda Pharmaceutical Company Limited,Healthcare,Drug Manufacturers - Specialty & Generic,47962730496
AMP,"Ameriprise Financial, Inc.",Financial Services,Asset Management,49414377472
GWW,"W.W. Grainger, Inc.",Industrials,Industrial Distribution,47083208704
E,Eni S.p.A.,Energy,Oil & Gas Integrated,46789775360
HLN,Haleon plc,Healthcare,Drug Manufacturers - Specialty & Generic,46620479488
DB,Deutsche Bank Aktiengesellschaft,Financial Services,Banks - Regional,46556405760
D,"Dominion Energy, Inc.",Utilities,Utilities - Regulated Electric,46615654400
SU,Suncor Energy Inc.,Energy,Oil & Gas Integrated,46553579520
KMB,Kimberly-Clark Corporation,Consumer Defensive,Household & Personal Products,46401433600
HES,Hess Corporation,Energy,Oil & Gas E&P,46382530560
SRE,Sempra,Utilities,Utilities - Diversified,46292533248
MPC,Marathon Petroleum Corporation,Energy,Oil & Gas Refining & Marketing,45686108160
FICO,Fair Isaac Corporation,Technology,Software - Application,45117743104
ALC,Alcon Inc.,Healthcare,Medical Instruments & Supplies,44446195712
CMI,Cummins Inc.,Industrials,Specialty Industrial Machinery,44839424000
CCI,Crown Castle Inc.,Real Estate,REIT - Specialty,44810207232
KVUE,Kenvue Inc.,Consumer Defensive,Household & Personal Products,44742127616
OXY,Occidental Petroleum Corporation,Energy,Oil & Gas E&P,44385456128
HMC,"Honda Motor Co., Ltd.",Consumer Cyclical,Auto Manufacturers,44064903168
AMX,"América Móvil, S.A.B. de C.V.",Communication Services,Telecom Services,44055400448
MSCI,MSCI Inc.,Financial Services,Financial Data & Stock Exchanges,43920175104
YUM,"Yum! Brands, Inc.",Consumer Cyclical,Restaurants,43855302656
TEL,TE Connectivity plc,Technology,Electronic Components,43780321280
VALE,Vale S.A.,Basic Materials,Other Industrial Metals & Mining,43029303296
TRGP,Targa Resources Corp.,Energy,Oil & Gas Midstream,42879840256
VST,Vistra Corp.,Utilities,Utilities - Independent Power Producers,42807762944
FLUT,Flutter Entertainment plc,Consumer Cyclical,Gambling,42466881536
CPNG,"Coupang, Inc.",Consumer Cyclical,Internet Retail,42465128448
CTVA,"Corteva, Inc.",Basic Materials,Agricultural Inputs,42216538112
VLO,Valero Energy Corporation,Energy,Oil & Gas Refining & Marketing,41876320256
EW,Edwards Lifesciences Corporation,Healthcare,Medical Devices,41523376128
AME,"AMETEK, Inc.",Industrials,Specialty Industrial Machinery,41218338816
PEG,Public Service Enterprise Group Incorporated,Utilities,Utilities - Regulated Electric,40996671488
GRMN,Garmin Ltd.,Technology,Scientific & Technical Instruments,40874307584
URI,"United Rentals, Inc.",Industrials,Rental & Leasing Services,40536772608
OTIS,Otis Worldwide Corporation,Industrials,Specialty Industrial Machinery,40203063296
GLW,Corning Incorporated,Technology,Electronic Components,40138588160
DHI,"D.R. Horton, Inc.",Consumer Cyclical,Residential Construction,40764530688
NET,"Cloudflare, Inc.",Technology,Software - Infrastructure,40035602432
LHX,"L3Harris Technologies, Inc.",Industrials,Aerospace & Defense,39979753472
CVNA,Carvana Co.,Consumer Cyclical,Auto & Truck Dealerships,21810616320
PWR,"Quanta Services, Inc.",Industrials,Engineering & Construction,39628144640
PRU,"Prudential Financial, Inc.",Financial Services,Insurance - Life,39042658304
F,Ford Motor Company,Consumer Cyclical,Auto Manufacturers,39317426176
CBRE,"CBRE Group, Inc.",Real Estate,Real Estate Services,38614761472
DFS,Discover Financial Services,Financial Services,Credit Services,38493048832
VEEV,Veeva Systems Inc.,Healthcare,Health Information Services,38470455296
FIS,"Fidelity National Information Services, Inc.",Technology,Information Technology Services,38275543040
RBLX,Roblox Corporation,Communication Services,Electronic Gaming & Multimedia,38016081920
ED,"Consolidated Edison, Inc.",Utilities,Utilities - Regulated Electric,37997608960
PCG,PG&E Corporation,Utilities,Utilities - Regulated Electric,37532155904
ETR,Entergy Corporation,Utilities,Utilities - Regulated Electric,36778786816
SYY,Sysco Corporation,Consumer Defensive,Food Distribution,36560158720
STLA,Stellantis N.V.,Consumer Cyclical,Auto Manufacturers,36207882240
XYZ,"Block, Inc.",Technology,Software - Infrastructure,36332503040
ABEV,Ambev S.A.,Consumer Defensive,Beverages - Brewers,36945555456
IT,"Gartner, Inc.",Technology,Information Technology Services,35466964992
A,"Agilent Technologies, Inc.",Healthcare,Diagnostics & Research,34922266624
HSY,The Hershey Company,Consumer Defensive,Confectioners,34509053952
WPM,Wheaton Precious Metals Corp.,Basic Materials,Gold,34488602624
HIG,"The Hartford Insurance Group, Inc.",Financial Services,Insurance - Property & Casualty,34377719808
BRO,"Brown & Brown, Inc.",Financial Services,Insurance Brokers,34334715904
VICI,VICI Properties Inc.,Real Estate,REIT - Diversified,34332186624
WEC,"WEC Energy Group, Inc.",Utilities,Utilities - Regulated Electric,34037594112
VRT,Vertiv Holdings Co,Industrials,Electrical Equipment & Parts,33919526912
GIS,"General Mills, Inc.",Consumer Defensive,Packaged Foods,33592014848
IR,Ingersoll Rand Inc.,Industrials,Specialty Industrial Machinery,33443796992
STZ,"Constellation Brands, Inc.",Consumer Defensive,Beverages - Brewers,33188610048
GOLD,Barrick Gold Corporation,Basic Materials,Gold,33055004672
RMD,ResMed Inc.,Healthcare,Medical Instruments & Supplies,33006893056
IQV,IQVIA Holdings Inc.,Healthcare,Diagnostics & Research,32600643584
DD,"DuPont de Nemours, Inc.",Basic Materials,Specialty Chemicals,32482406400
SLF,Sun Life Financial Inc.,Financial Services,Insurance - Diversified,32255455232
FERG,Ferguson Enterprises Inc.,Industrials,Industrial Distribution,32625524736
HUBS,"HubSpot, Inc.",Technology,Software - Application,31972978688
HUM,Humana Inc.,Healthcare,Healthcare Plans,31912435712
WIT,Wipro Limited,Technology,Information Technology Services,31903000576
CAH,"Cardinal Health, Inc.",Healthcare,Medical Distribution,31411087360
RKT,"Rocket Companies, Inc.",Financial Services,Mortgage Finance,31220482048
LVS,Las Vegas Sands Corp.,Consumer Cyclical,Resorts & Casinos,31264878592
CQP,"Cheniere Energy Partners, L.P.",Energy,Oil & Gas Midstream,31100084224
EXR,Extra Space Storage Inc.,Real Estate,REIT - Industrial,32456845312
WAB,Westinghouse Air Brake Technologies Corporation,Industrials,Railroads,31072124928
VMC,Vulcan Materials Company,Basic Materials,Building Materials,31056418816
EQT,EQT Corporation,Energy,Oil & Gas E&P,30863802368
TPL,Texas Pacific Land Corporation,Energy,Oil & Gas E&P,30790207488
OWL,Blue Owl Capital Inc.,Financial Services,Asset Management,30363518976
CHT,"Chunghwa Telecom Co., Ltd.",Communication Services,Telecom Services,30486777856
BEKE,KE Holdings Inc.,Real Estate,Real Estate Services,29889214464
DAL,"Delta Air Lines, Inc.",Industrials,Airlines,30289156096
ITUB,Itaú Unibanco Holding S.A.,Financial Services,Banks - Regional,56598228992
AVB,"AvalonBay Communities, Inc.",Real Estate,REIT - Residential,30122498048
VTR,"Ventas, Inc.",Real Estate,REIT - Healthcare Facilities,30053376000
XYL,Xylem Inc.,Industrials,Specialty Industrial Machinery,29914101760
NUE,Nucor Corporation,Basic Materials,Steel,29854412800
MLM,"Martin Marietta Materials, Inc.",Basic Materials,Building Materials,29799872512
EFX,Equifax Inc.,Industrials,Consulting Services,29798004736
FNV,Franco-Nevada Corporation,Basic Materials,Gold,29668564992
ROK,"Rockwell Automation, Inc.",Industrials,Specialty Industrial Machinery,29623994368
RJF,"Raymond James Financial, Inc.",Financial Services,Asset Management,29603348480
CNC,Centene Corporation,Healthcare,Healthcare Plans,29385648128
NOK,Nokia Oyj,Technology,Communication Equipment,29288019968
MTB,M&T Bank Corporation,Financial Services,Banks - Regional,28819750912
TKO,"TKO Group Holdings, Inc.",Communication Services,Entertainment,11876680704
LYV,"Live Nation Entertainment, Inc.",Communication Services,Entertainment,28174985216
K,Kellanova,Consumer Defensive,Packaged Foods,28438892544
AWK,"American Water Works Company, Inc.",Utilities,Utilities - Regulated Water,28232226816
DTE,DTE Energy Company,Utilities,Utilities - Regulated Electric,28139442176
WDS,Woodside Energy Group Ltd,Energy,Oil & Gas E&P,27816685568
LEN,Lennar Corporation,Consumer Cyclical,Residential Construction,31256619008
HPQ,HP Inc.,Technology,Computer Hardware,27253542912
AEE,Ameren Corporation,Utilities,Utilities - Regulated Electric,27187630080
IP,International Paper Company,Consumer Cyclical,Packaging & Containers,27137581056
BR,"Broadridge Financial Solutions, Inc.",Technology,Information Technology Services,27086387200
CHD,"Church & Dwight Co., Inc.",Consumer Defensive,Household & Personal Products,26889441280
TEF,"Telefónica, S.A.",Communication Services,Telecom Services,26770470912
KEYS,"Keysight Technologies, Inc.",Technology,Scientific & Technical Instruments,26654371840
EQR,Equity Residential,Real Estate,REIT - Residential,27419310080
PUK,Prudential plc,Financial Services,Insurance - Life,26428469248
DOW,Dow Inc.,Basic Materials,Chemicals,26473205760
IRM,Iron Mountain Incorporated,Real Estate,REIT - Specialty,26187010048
PPL,PPL Corporation,Utilities,Utilities - Regulated Electric,25951035392
PPG,"PPG Industries, Inc.",Basic Materials,Specialty Chemicals,25838833664
MTD,Mettler-Toledo International Inc.,Healthcare,Diagnostics & Research,25832296448
NTR,Nutrien Ltd.,Basic Materials,Agricultural Inputs,25514858496
GDDY,GoDaddy Inc.,Technology,Software - Infrastructure,25461041152
FTV,Fortive Corporation,Technology,Scientific & Technical Instruments,25433272320
STT,State Street Corporation,Financial Services,Asset Management,25330460672
ROL,"Rollins, Inc.",Consumer Cyclical,Personal Services,25126936576
DOV,Dover Corporation,Industrials,Specialty Industrial Machinery,25106685952
PHG,Koninklijke Philips N.V.,Healthcare,Medical Devices,24827242496
CVE,Cenovus Energy Inc.,Energy,Oil & Gas Integrated,24792383488
EL,The Estée Lauder Companies Inc.,Consumer Defensive,Household & Personal Products,24780767232
TYL,"Tyler Technologies, Inc.",Technology,Software - Application,24714438656
MT,ArcelorMittal S.A.,Basic Materials,Steel,24700598272
IX,ORIX Corporation,Financial Services,Financial Conglomerates,24495824896
CPAY,"Corpay, Inc.",Technology,Software - Infrastructure,24398493696
VLTO,Veralto Corporation,Industrials,Pollution & Treatment Controls,24371396608
CCL,Carnival Corporation & plc,Consumer Cyclical,Travel Services,28240982016
LYB,LyondellBasell Industries N.V.,Basic Materials,Specialty Chemicals,24306968576
WRB,W. R. Berkley Corporation,Financial Services,Insurance - Property & Casualty,24300802048
ATO,Atmos Energy Corporation,Utilities,Utilities - Regulated Gas,24044115968
MKL,Markel Group Inc.,Financial Services,Insurance - Property & Casualty,23769823232
GIB,CGI Inc.,Technology,Information Technology Services,23232679936
SW,Smurfit Westrock Plc,Consumer Cyclical,Packaging & Containers,23613652992
GPN,Global Payments Inc.,Industrials,Specialty Business Services,23525414912
XPEV,XPeng Inc.,Consumer Cyclical,Auto Manufacturers,22870468608
TDY,Teledyne Technologies Incorporated,Technology,Scientific & Technical Instruments,23292387328
CNP,"CenterPoint Energy, Inc.",Utilities,Utilities - Regulated Electric,23230554112
ADM,Archer-Daniels-Midland Company,Consumer Defensive,Farm Products,23021139968
FE,FirstEnergy Corp.,Utilities,Utilities - Regulated Electric,22969843712
DVN,Devon Energy Corporation,Energy,Oil & Gas E&P,22770731008
TU,TELUS Corporation,Communication Services,Telecom Services,22770558976
RDDT,"Reddit, Inc.",Communication Services,Internet Content & Information,22714306560
STM,STMicroelectronics N.V.,Technology,Semiconductors,22710734848
EIX,Edison International,Utilities,Utilities - Regulated Electric,22701015040
PBA,Pembina Pipeline Corporation,Energy,Oil & Gas Midstream,22666430464
FTS,Fortis Inc.,Utilities,Utilities - Regulated Electric,22618335232
ES,Eversource Energy,Utilities,Utilities - Regulated Electric,22557276160
WAT,Waters Corporation,Healthcare,Diagnostics & Research,22511978496
TME,Tencent Music Entertainment Group,Communication Services,Internet Content & Information,20736669696
STE,STERIS plc,Healthcare,Medical Devices,22382514176
ZBH,"Zimmer Biomet Holdings, Inc.",Healthcare,Medical Devices,22253254656
DRI,"Darden Restaurants, Inc.",Consumer Cyclical,Restaurants,21976778752
QSR,Restaurant Brands International Inc.,Consumer Cyclical,Restaurants,30315839488
HAL,Halliburton Company,Energy,Oil & Gas Equipment & Services,21893279744
CMS,CMS Energy Corporation,Utilities,Utilities - Regulated Electric,21889722368
IOT,Samsara Inc.,Technology,Software - Infrastructure,21864273920
PINS,"Pinterest, Inc.",Communication Services,Internet Content & Information,21751060480
WY,Weyerhaeuser Company,Real Estate,REIT - Specialty,21738315776
BCE,BCE Inc.,Communication Services,Telecom Services,21847252992
TSN,"Tyson Foods, Inc.",Consumer Defensive,Farm Products,21581793280
NVR,"NVR, Inc.",Consumer Cyclical,Residential Construction,20801210368
WSM,"Williams-Sonoma, Inc.",Consumer Cyclical,Specialty Retail,21542500352
CTRA,Coterra Energy Inc.,Energy,Oil & Gas E&P,21518491648
TECK,Teck Resources Limited,Basic Materials,Other Industrial Metals & Mining,21399156736
EC,Ecopetrol S.A.,Energy,Oil & Gas Integrated,21298399232
ASX,"ASE Technology Holding Co., Ltd.",Technology,Semiconductors,21234900992
IFF,International Flavors & Fragrances Inc.,Basic Materials,Specialty Chemicals,20978776064
LII,Lennox International Inc.,Industrials,Building Products & Equipment,20962136064
PHM,"PulteGroup, Inc.",Consumer Cyclical,Residential Construction,20942663680
HPE,Hewlett Packard Enterprise Company,Technology,Communication Equipment,20807108608
TS,Tenaris S.A.,Energy,Oil & Gas Equipment & Services,20785963008
SYF,Synchrony Financial,Financial Services,Credit Services,20774799360
INVH,Invitation Homes Inc.,Real Estate,REIT - Residential,20715048960
KB,KB Financial Group Inc.,Financial Services,Banks - Regional,20544204800
FMX,"Fomento Económico Mexicano, S.A.B. de C.V.",Consumer Defensive,Beverages - Brewers,177121886208
MKC,"McCormick & Company, Incorporated",Consumer Defensive,Packaged Foods,21951741952
WSO,"Watsco, Inc.",Industrials,Industrial Distribution,20616628224
LH,Labcorp Holdings Inc.,Healthcare,Diagnostics & Research,20123990016
YUMC,"Yum China Holdings, Inc.",Consumer Cyclical,Restaurants,20009535488
TOST,"Toast, Inc.",Technology,Software - Infrastructure,20027250688
RF,Regions Financial Corporation,Financial Services,Banks - Regional,19503718400
UI,Ubiquiti Inc.,Technology,Communication Equipment,19314552832
ESS,"Essex Property Trust, Inc.",Real Estate,REIT - Residential,20716859392
DGX,Quest Diagnostics Incorporated,Healthcare,Diagnostics & Research,19252463616
MAA,"Mid-America Apartment Communities, Inc.",Real Estate,REIT - Residential,19735017472
NMR,"Nomura Holdings, Inc.",Financial Services,Capital Markets,19182557184
AER,AerCap Holdings N.V.,Industrials,Rental & Leasing Services,19163936768
TEVA,Teva Pharmaceutical Industries Limited,Healthcare,Drug Manufacturers - Specialty & Generic,19146985472
LUV,Southwest Airlines Co.,Industrials,Airlines,19042197504
NRG,"NRG Energy, Inc.",Utilities,Utilities - Independent Power Producers,19040370688
CCJ,Cameco Corporation,Energy,Uranium,18862069760
RYAN,"Ryan Specialty Holdings, Inc.",Financial Services,Insurance - Specialty,18706757632
VIK,Viking Holdings Ltd,Consumer Cyclical,Travel Services,18634948608
L,Loews Corporation,Financial Services,Insurance - Property & Casualty,18442209280
NI,NiSource Inc.,Utilities,Utilities - Regulated Gas,18496839680
GFI,Gold Fields Limited,Basic Materials,Gold,18482245632
HUBB,Hubbell Incorporated,Industrials,Electrical Equipment & Parts,18464909312
CLX,The Clorox Company,Consumer Defensive,Household & Personal Products,18285090816
GFL,GFL Environmental Inc.,Industrials,Waste Management,18213632000
BSBR,Banco Santander (Brasil) S.A.,Financial Services,Banks - Regional,35657129984
CRBG,"Corebridge Financial, Inc.",Financial Services,Asset Management,18119911424
RBA,"RB Global, Inc.",Industrials,Specialty Business Services,18101706752
IHG,InterContinental Hotels Group PLC,Consumer Cyclical,Lodging,17856884736
EME,"EMCOR Group, Inc.",Industrials,Engineering & Construction,17965768704
CFG,"Citizens Financial Group, Inc.",Financial Services,Banks - Regional,17861296128
FNF,"Fidelity National Financial, Inc.",Financial Services,Insurance - Specialty,17849602048
DECK,Deckers Outdoor Corporation,Consumer Cyclical,Footwear & Accessories,17830410240
BAX,Baxter International Inc.,Healthcare,Medical Instruments & Supplies,17830129664
PKG,Packaging Corporation of America,Consumer Cyclical,Packaging & Containers,17826435072
LDOS,"Leidos Holdings, Inc.",Technology,Information Technology Services,18127278080
DG,Dollar General Corporation,Consumer Defensive,Discount Stores,17561090048
KEY,KeyCorp,Financial Services,Banks - Regional,17460895744
MOH,"Molina Healthcare, Inc.",Healthcare,Healthcare Plans,17536335872
SNA,Snap-on Incorporated,Industrials,Tools & Accessories,17258035200
ARE,"Alexandria Real Estate Equities, Inc.",Real Estate,REIT - Office,17226115072
GPC,Genuine Parts Company,Consumer Cyclical,Auto Parts,17136801792
UMC,United Microelectronics Corporation,Technology,Semiconductors,16828188672
SUI,"Sun Communities, Inc.",Real Estate,REIT - Residential,17539663872
WST,"West Pharmaceutical Services, Inc.",Healthcare,Medical Instruments & Supplies,16735437824
TRU,TransUnion,Financial Services,Financial Data & Stock Exchanges,16727873536
FDS,FactSet Research Systems Inc.,Financial Services,Financial Data & Stock Exchanges,16719889408
ZTO,ZTO Express (Cayman) Inc.,Industrials,Integrated Freight & Logistics,16379850752
AU,AngloGold Ashanti plc,Basic Materials,Gold,16611785728
CNH,CNH Industrial N.V.,Industrials,Farm & Heavy Construction Machinery,16561225728
PSTG,"Pure Storage, Inc.",Technology,Computer Hardware,16536952832
HRL,Hormel Foods Corporation,Consumer Defensive,Packaged Foods,16475394048
SHG,"Shinhan Financial Group Co., Ltd.",Financial Services,Banks - Regional,16159490048
EXPD,"Expeditors International of Washington, Inc.",Industrials,Integrated Freight & Logistics,16135941120
DKS,"DICK'S Sporting Goods, Inc.",Consumer Cyclical,Specialty Retail,16116490240
EQH,"Equitable Holdings, Inc.",Financial Services,Asset Management,16086672384
GWRE,"Guidewire Software, Inc.",Technology,Software - Application,16063992832
PKX,POSCO Holdings Inc.,Basic Materials,Steel,16019500032
WES,"Western Midstream Partners, LP",Energy,Oil & Gas Midstream,15923963904
AS,"Amer Sports, Inc.",Consumer Cyclical,Leisure,15778483200
OMC,Omnicom Group Inc.,Communication Services,Advertising Agencies,15778228224
BBY,"Best Buy Co., Inc.",Consumer Cyclical,Specialty Retail,15771729920
EG,"Everest Group, Ltd.",Financial Services,Insurance - Reinsurance,15673522176
ONON,On Holding AG,Consumer Cyclical,Footwear & Accessories,15563750400
TWLO,Twilio Inc.,Technology,Software - Infrastructure,15325980672
CSL,Carlisle Companies Incorporated,Industrials,Building Products & Equipment,15273179136
SNAP,Snap Inc.,Communication Services,Internet Content & Information,15250275328
USFD,US Foods Holding Corp.,Consumer Defensive,Food Distribution,15202710528
BAP,Credicorp Ltd.,Financial Services,Banks - Regional,15157125120
JBL,Jabil Inc.,Technology,Electronic Components,15154167808
DT,"Dynatrace, Inc.",Technology,Software - Application,15081253888
MAS,Masco Corporation,Industrials,Building Products & Equipment,15069871104
TLK,Perusahaan Perseroan (Persero) PT Telekomunikasi Indonesia Tbk,Communication Services,Telecom Services,15057454080
J,Jacobs Solutions Inc.,Industrials,Engineering & Construction,15044726784
RPM,RPM International Inc.,Basic Materials,Specialty Chemicals,14930601984
RS,"Reliance, Inc.",Basic Materials,Steel,14801465344
BURL,"Burlington Stores, Inc.",Consumer Cyclical,Apparel Retail,14860902400
BALL,Ball Corporation,Consumer Cyclical,Packaging & Containers,14785986560
KGC,Kinross Gold Corporation,Basic Materials,Gold,14774142976
BJ,"BJ's Wholesale Club Holdings, Inc.",Consumer Defensive,Discount Stores,14771525632
TPR,"Tapestry, Inc.",Consumer Cyclical,Luxury Goods,14743609344
VIV,Telefônica Brasil S.A.,Communication Services,Telecom Services,14556938240
BAH,Booz Allen Hamilton Holding Corporation,Industrials,Consulting Services,14307465216
BLDR,"Builders FirstSource, Inc.",Industrials,Building Products & Equipment,14560530432
UDR,"UDR, Inc.",Real Estate,REIT - Residential,16535432192
UNM,Unum Group,Financial Services,Insurance - Life,14426852352
APTV,Aptiv PLC,Consumer Cyclical,Auto Parts,14374792192
PNR,Pentair plc,Industrials,Specialty Industrial Machinery,14367096832
DOC,"Healthpeak Properties, Inc.",Real Estate,REIT - Healthcare Facilities,14328203264
HEI,HEICO Corporation,Industrials,Aerospace & Defense,31621677056
BCH,Banco de Chile,Financial Services,Banks - Regional,14314108928
YMM,Full Truck Alliance Co. Ltd.,Technology,Software - Application,14305860608
YPF,YPF Sociedad Anónima,Energy,Oil & Gas Integrated,16738857984
AMCR,Amcor plc,Consumer Cyclical,Packaging & Containers,14222146560
FMS,Fresenius Medical Care AG,Healthcare,Medical Care Facilities,14195345408
AVY,Avery Dennison Corporation,Consumer Cyclical,Packaging & Containers,14191769600
GGG,Graco Inc.,Industrials,Specialty Industrial Machinery,14185634816
EBR,Centrais Elétricas Brasileiras S.A. - Eletrobrás,Utilities,Utilities - Renewable,15981285376
KIM,Kimco Realty Corporation,Real Estate,REIT - Retail,14092455936
JHX,James Hardie Industries plc,Basic Materials,Building Materials,13994712064
IEX,IDEX Corporation,Industrials,Specialty Industrial Machinery,13988968448
WLK,Westlake Corporation,Basic Materials,Specialty Chemicals,13809088512
WPC,W. P. Carey Inc.,Real Estate,REIT - Diversified,13702135808
RVTY,"Revvity, Inc.",Healthcare,Diagnostics & Research,13601842176
RL,Ralph Lauren Corporation,Consumer Cyclical,Apparel Manufacturing,13589359616
TXT,Textron Inc.,Industrials,Aerospace & Defense,13552559104
EDR,"Endeavor Group Holdings, Inc.",Communication Services,Entertainment,9365901312
CHWY,"Chewy, Inc.",Consumer Cyclical,Internet Retail,13453689856
CNA,CNA Financial Corporation,Financial Services,Insurance - Property & Casualty,13364331520
BIP,Brookfield Infrastructure Partners L.P.,Utilities,Utilities - Diversified,13340564480
AMH,American Homes 4 Rent,Real Estate,REIT - Residential,15174431744
CF,"CF Industries Holdings, Inc.",Basic Materials,Agricultural Inputs,13178110976
ELS,"Equity LifeStyle Properties, Inc.",Real Estate,REIT - Residential,13670862848
XPO,"XPO, Inc.",Industrials,Trucking,13044456448
SOLV,Solventum Corporation,Healthcare,Health Information Services,13000199168
CPT,Camden Property Trust,Real Estate,REIT - Residential,12824718336
RGA,"Reinsurance Group of America, Incorporated",Financial Services,Insurance - Reinsurance,12747991040
ACI,"Albertsons Companies, Inc.",Consumer Defensive,Grocery Stores,12705781760
SNN,Smith & Nephew plc,Healthcare,Medical Devices,12678998016
ACM,AECOM,Industrials,Engineering & Construction,12683836416
SN,"SharkNinja, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",12634037248
NLY,"Annaly Capital Management, Inc.",Real Estate,REIT - Mortgage,12631339008
